Avg.Area Income,House Age,Number of Rooms,Number of Bedrooms,Population,Price
69414,3,5,4,43723,578142
78530,7,8,5,23897,1578087
71351,6,9,4,29207,1285099
70251,6,8,6,35271,1520264
54725,6,7,5,26993,722115
68508,7,7,6,25290,1085103
66789,5,7,4,35735,1037033
62087,6,8,6,43014,1316206
77345,5,8,3,26707,1137069
52018,5,8,4,60743,1248690
87917,8,7,2,32698,1939603
44710,5,9,4,56584,1048801
44048,7,8,5,40943,1028275
64202,5,5,3,23252,642646
80779,8,7,3,42462,1812209
54407,6,7,3,36708,1139960
70594,7,7,2,55601,1673538
66358,6,7,5,39576,1324846
62142,5,6,4,37464,916718
83775,8,10,4,37131,2115011
39778,6,7,3,38725,696014
83088,6,9,5,40565,2021311
52589,5,5,2,32938,253186
57819,7,6,4,37984,911248
81463,6,7,4,31485,1573289
74584,6,6,3,46373,1463383
67445,7,7,3,36419,1366854
61660,7,6,3,50291,1347904
74405,6,6,2,28305,913397
71075,7,7,5,44214,1613414
77865,5,7,3,25200,928564
70692,4,8,4,31028,994654
72751,6,7,3,45135,1434144
76484,5,5,2,54738,1382787
74402,5,5,2,26015,962592
59378,7,7,3,43306,1373529
84692,7,8,5,22217,1558640
66832,7,6,2,41345,1533816
81948,7,6,2,43488,1791771
68342,6,7,5,34531,1274984
52942,6,7,4,54295,1176438
81786,5,7,3,56712,1530173
94494,7,7,3,31308,1825858
68177,6,6,3,23835,974600
65893,5,7,4,28174,856262
71794,7,7,6,53273,1903533
90865,5,7,5,39183,1629641
62035,6,8,4,29194,1192672
75546,6,6,4,32614,1068856
74853,7,8,6,26121,1535845
62303,5,8,3,33712,1033155
71481,5,7,4,45246,1530013
80485,5,6,2,28077,1131226
84432,4,8,3,26124,1347226
55707,4,7,4,22589,676739
81023,7,6,2,30502,1437756
72466,6,6,2,12113,744742
71663,6,7,2,35315,1230629
81882,5,9,4,62341,1976170
85480,3,5,4,47509,1033865
63754,8,8,6,31348,1558572
56935,6,6,4,32966,849181
66514,7,8,4,5727,717662
72555,5,7,4,36249,1187091
69957,5,8,3,35148,1326947
65127,4,7,4,47259,1245785
71271,5,8,6,40131,1331897
59124,6,8,4,36443,1472338
55383,7,8,5,36106,1130221
52513,7,6,3,25943,907462
77050,6,6,4,47172,1581817
73268,6,7,4,44674,1441577
58585,6,6,3,28027,820250
72770,8,6,4,21357,1293462
70204,5,6,3,40589,1288123
75841,6,6,2,48642,1361008
73679,5,6,4,42734,1084427
72929,8,6,2,38728,1638095
64449,6,8,6,21240,1197437
52653,6,7,4,34777,928211
78482,7,7,3,28452,1367620
68398,7,7,2,49549,1486401
73922,8,6,2,36269,1555510
71162,7,7,3,39135,1434240
61270,5,8,5,36338,981785
75175,6,6,4,25944,1005431
71287,6,7,4,36412,1346050
52191,6,6,2,39309,942397
84054,7,6,3,38713,1812766
69018,6,7,4,27752,981560
81490,6,9,5,55928,1914510
69274,4,7,5,42087,1034367
87107,6,7,6,44102,1795223
59821,5,5,3,54224,965492
69518,4,9,4,39740,1384802
95358,5,7,2,49759,1902815
45547,5,9,5,34811,923830
69664,8,6,2,37013,1074647
65221,6,8,5,34753,1069292
74453,5,5,4,37298,1065679
61046,7,5,4,40278,855667
66538,6,7,3,39265,985462
64676,4,6,4,36376,664299
56586,5,8,5,19541,603715
66149,7,7,3,38903,1300134
62715,5,7,4,40083,1095392
73491,6,7,2,52452,1357798
51859,6,7,3,28594,730739
67481,7,8,6,18846,1115628
74498,6,8,4,28160,1204753
70074,6,7,5,40110,1441527
86459,5,8,6,22321,1336743
56894,5,6,3,32479,742705
58153,6,7,3,45757,1150439
84557,5,7,2,31797,1326847
82733,5,6,3,41137,1252664
65694,6,7,3,43407,1359763
76061,7,8,6,40877,1778013
66935,6,9,5,17574,1109059
73149,6,5,4,40372,1038940
77961,5,6,2,23335,1003701
60553,6,7,6,37278,1086829
79500,9,6,3,32069,1727983
63237,5,9,5,33806,1133140
71349,8,7,3,34406,1460759
75655,7,7,3,49451,1900789
83539,5,7,6,37677,1157759
85720,6,6,4,38030,1603075
75571,6,7,4,33988,1218264
57227,6,8,4,20744,1002023
59256,5,5,3,32695,742016
64976,5,7,4,36975,1023863
65310,7,8,4,40678,1578136
61127,5,8,6,31396,1121093
67055,7,5,2,32035,893802
71043,6,6,3,20764,955166
57839,3,8,3,37771,589970
48144,5,8,4,23465,763874
67952,6,6,3,58782,1513224
68467,4,9,4,46594,1036338
66768,5,7,2,46125,1075724
77135,5,7,2,32780,1086709
64916,5,8,3,39316,1381273
50344,6,5,4,27446,691855
62037,6,8,3,14790,862377
59468,4,7,6,36436,667428
55307,6,7,2,32447,624245
76028,6,8,4,37462,1282365
63317,7,7,3,43524,1479063
71147,6,7,4,42969,1342068
70950,7,7,6,39778,1538040
64603,5,6,3,33674,815594
69994,7,7,5,39898,1391159
62367,4,6,2,23533,727367
62654,6,7,4,36719,1053485
70842,6,7,3,42987,1519928
64976,5,7,2,37089,918534
72200,7,7,3,42485,1523802
62525,6,8,5,19113,1020042
68377,5,6,2,33642,901753
61194,4,7,4,28667,369433
69147,6,7,4,42893,1318058
61593,7,7,2,23012,1060967
72487,7,6,2,44865,1584616
62950,4,8,5,30373,814378
78605,7,7,6,18493,1536208
55565,8,8,4,35680,1388209
55846,5,7,2,43791,919963
89027,6,8,5,38040,1978630
76339,8,7,3,50620,1928729
53547,6,8,3,57980,1520957
74813,6,7,3,45472,1414260
63408,5,6,4,36398,826484
54744,7,8,6,27692,1079951
85658,7,6,2,35205,1545962
56632,7,6,2,51352,1374117
79979,6,4,2,27897,957806
69840,5,8,4,27896,1096543
86986,6,7,3,25789,1412806
74521,6,8,4,38534,1527962
58569,7,8,5,44067,1340075
67713,7,6,3,16561,880851
74281,7,6,4,26115,1324470
56000,6,6,3,41007,1034540
72981,6,6,4,37786,1079000
70602,5,6,4,35594,883022
60596,7,8,4,47992,1434836
55317,5,7,4,42318,670735
66209,5,8,3,40347,1228978
65828,7,7,6,31304,1210047
82264,6,8,5,34067,1446979
93033,6,6,3,35621,1872192
70126,6,8,5,33018,1270964
64717,6,7,3,31861,1145804
73805,7,8,4,40877,1574212
67466,5,7,6,22714,863448
78401,6,6,2,47728,1805502
57077,6,7,4,55115,1312637
59756,5,6,3,33517,697212
60214,7,7,3,39253,1475350
70513,5,7,5,39276,1383784
72791,5,5,2,44476,1166602
60358,7,4,2,36198,934744
72310,7,8,5,37737,1625167
74548,5,7,2,48175,1268965
89731,6,9,6,23060,1792753
59862,8,6,2,45919,1434324
80134,5,7,3,43751,1532645
58198,4,6,4,14227,420123
71784,5,7,4,15554,825178
67449,7,6,4,29748,1112295
77906,7,9,3,31400,1639099
71021,5,9,6,36788,1162855
54475,6,7,4,21409,803270
53495,7,8,4,41531,1103486
60884,6,6,2,31135,1005947
63023,5,5,2,33583,904790
77515,4,7,2,30821,985059
80538,7,6,2,31872,1430642
75471,7,8,6,17781,1147443
57782,5,9,4,37626,1046818
71328,6,8,6,42635,1501304
66057,4,8,6,31825,802846
60346,5,8,6,32654,1005090
62817,5,7,3,55888,1288199
78182,5,8,5,34254,1364195
59556,5,6,3,37604,736897
89209,5,7,3,47799,1592176
61753,5,8,4,39993,1169051
62587,6,8,3,38345,1227660
62946,6,7,2,42312,1261491
68681,6,6,4,44279,1238929
64169,6,8,3,20038,1031122
79844,6,7,3,45903,1571848
60391,5,8,6,37922,1223915
66397,5,6,4,50504,906011
63058,7,8,3,43315,1365945
75045,5,9,4,25492,1152146
71255,7,8,5,38916,1455737
80440,5,8,3,31115,1537865
59811,7,8,5,14453,975913
82241,8,6,2,10951,1401561
70952,4,7,3,38455,865817
63352,5,7,4,31064,1076439
73804,7,6,2,32645,1166334
86247,5,7,2,44610,1638542
64928,6,7,4,29365,1138885
53722,6,8,3,47649,1300389
66410,6,7,5,31188,1239318
60187,7,5,3,45545,1168126
63016,6,7,3,19816,735660
62991,7,7,4,22994,1066280
72837,4,5,3,16989,454234
91935,6,8,4,50113,2092950
78498,5,8,3,25389,1245947
76118,5,7,4,9194,709348
71425,8,7,5,32561,1500473
74796,6,8,6,40819,1641750
70877,6,8,3,23315,1235751
71299,8,8,5,32345,1730662
69603,5,8,6,37943,1299674
84856,5,6,4,37414,1250958
76910,7,9,3,26843,1554302
62786,7,6,3,59004,1493623
77255,7,7,3,28162,1419159
80082,8,7,3,37980,1910485
80526,6,6,2,45752,1578320
57874,7,8,3,28510,1200402
87674,6,8,3,28471,1566015
72330,7,6,3,21282,1218201
45286,6,7,2,45128,718869
55574,7,5,4,29353,919207
74953,5,6,3,50374,1397680
82070,6,6,3,34621,1630439
67650,6,5,4,28533,670063
66704,6,6,2,44142,1406436
57084,7,8,3,55852,1524968
58261,8,8,6,32296,1509930
41733,8,6,3,28104,795508
49992,7,8,4,40068,1218509
64568,5,8,4,44657,1082826
79584,7,9,4,48781,1924562
77268,4,8,6,22488,1107031
64455,5,7,4,41124,1191262
62638,6,7,5,32902,1071013
72655,7,5,3,27880,1245750
45914,6,6,3,32699,378466
38530,4,8,4,67727,1267987
60403,5,8,3,47018,1265760
77595,6,7,2,23826,1185616
78778,6,6,4,28178,1156853
66822,6,6,3,33972,1038177
63616,6,9,6,44762,1385777
75877,4,6,4,36119,1236308
63007,7,5,4,27688,819028
60699,8,6,2,48495,1433494
92128,6,7,4,39870,1794212
55318,5,7,2,43765,752843
85739,6,8,3,25988,1690541
62353,5,7,4,38012,1086182
51635,5,5,3,18999,334485
64796,5,7,4,46057,1096912
79159,6,9,5,31766,1628830
55698,5,7,3,42235,762402
50005,4,7,4,26146,304239
46450,7,6,4,55176,880214
65069,5,6,2,29648,691941
57889,5,7,4,27588,578594
86963,7,5,4,50351,1798522
62921,6,8,6,32152,1086736
77020,5,6,3,25332,936554
50579,6,6,4,41306,789633
71905,5,6,3,14297,738432
86394,4,6,4,33687,1254912
83846,7,7,3,30489,1566253
39654,5,7,2,40276,395901
67821,6,7,6,28295,1028966
71555,7,9,4,30875,1816152
70591,7,8,3,30532,1459540
80182,4,10,3,15091,1223261
65122,5,8,4,42562,1272180
63631,5,7,5,23129,933306
69886,7,6,2,22959,1130108
87596,5,8,3,43682,1795429
54629,4,7,2,55495,911901
59464,6,7,3,33026,874572
68891,4,6,4,41435,840683
87847,7,8,6,24345,1473072
56030,5,8,3,46256,887017
74087,7,6,2,30710,1102062
81406,6,6,2,46645,1473372
71178,5,8,6,37656,1092701
61819,7,7,2,25120,1044999
71931,4,7,4,23234,943668
64553,6,8,3,48667,1535781
89687,6,7,3,33767,1742351
62972,6,7,3,25244,1158172
66566,7,6,3,50182,1585348
76187,6,7,3,45084,1618721
71663,5,7,5,39242,1228532
57139,5,6,3,38267,832537
67907,7,7,6,35538,1273120
64970,6,6,3,35237,899186
63082,6,6,3,19151,615555
53918,4,7,4,44916,679922
64754,6,6,2,46411,1511839
66405,7,7,4,39236,1168846
78399,5,6,2,27167,1151407
54293,5,10,3,35080,891662
70763,5,7,6,35279,1055418
74159,5,8,3,41004,1336859
79498,7,6,2,41485,1632943
73274,7,9,5,33216,1590336
83285,8,6,3,33855,1668905
83882,7,8,3,25839,1670257
51669,6,7,5,34668,999408
61990,5,8,5,35998,925164
67043,5,8,3,62403,1375215
59049,6,7,4,14521,562839
74666,5,7,5,59036,1844929
85345,5,7,6,13088,904497
73416,6,7,4,41629,1479604
67367,5,8,4,33098,1094574
58846,6,7,4,42618,1235682
50794,7,8,6,39944,1156980
57680,6,8,3,53495,1545508
70276,6,7,3,34846,1342998
60773,7,7,4,38148,1178846
68994,6,7,4,44605,1335831
44215,5,7,3,49640,786431
44567,6,8,5,26564,775326
65826,7,7,2,36960,1238396
81639,5,6,4,38213,1317468
83442,6,7,6,24482,1384798
61846,5,8,3,69622,1504316
66407,4,5,4,31395,626086
64470,6,8,3,29247,1057308
66469,5,8,3,36227,1095769
81743,6,7,6,40562,1630435
67229,7,6,2,26894,1109560
70487,6,7,3,26726,987026
68419,5,8,3,34639,1296121
69618,5,6,3,30007,800629
61297,6,7,4,26657,785399
61285,6,6,3,29544,953819
82390,5,7,4,32494,1299925
77169,6,7,6,28109,1328586
74049,8,7,3,27783,1551390
53617,6,7,3,24737,533387
80850,7,7,2,41420,1501103
68901,5,5,2,30833,956764
50442,5,7,6,33440,644142
70746,6,8,3,34916,1392314
57868,6,7,6,45196,1189069
62555,6,6,4,39404,923972
61283,4,8,4,36617,720060
77632,5,7,5,39950,1309939
79875,5,7,4,30410,1196997
64347,6,7,2,32338,959102
83876,7,9,5,30783,1735417
70366,7,7,4,29451,1500482
55468,7,8,3,37666,1099351
68186,7,8,3,33350,1460364
71850,6,7,2,44013,1371641
61000,7,8,3,60698,1739761
56037,7,7,4,33128,1143673
70615,6,5,4,39450,1113313
71208,5,6,4,25696,920748
73377,6,8,5,37812,1560616
60823,6,8,5,35447,1023595
71676,7,7,4,45994,1577462
76144,8,6,3,17355,1366406
89548,5,6,4,39760,1403803
65273,6,9,6,40095,1431407
82973,7,6,4,22098,1167627
37909,6,7,6,39632,880403
70375,7,7,2,35981,1428694
68673,6,7,2,45021,1301936
77112,7,6,2,36552,1506657
58726,7,6,2,22762,866689
69286,4,6,2,42644,1017105
70543,6,8,5,31116,1480328
55900,5,5,2,43064,738412
71376,6,7,3,42700,1314246
77053,5,9,6,37398,1587623
74741,5,7,2,33984,1124425
35797,6,8,5,24844,299863
60851,4,7,4,56303,873516
68383,6,7,4,37285,1083187
77435,6,7,2,41866,1598594
73685,9,6,3,36001,1798927
59349,7,8,6,35785,893541
61198,6,7,3,35551,1032043
79008,7,8,5,23461,1412777
69465,6,9,5,43677,1621700
69525,7,7,3,36950,1343163
58335,6,8,4,23908,965075
71816,6,8,6,26990,1253610
68999,7,7,6,35821,1399980
53363,8,8,3,50305,1451659
63713,5,8,3,42508,1032347
63079,6,9,3,21941,1201110
75263,4,8,5,30889,1185161
67469,7,8,3,44476,1641227
63162,4,9,5,38698,1203094
67794,8,6,2,25904,1343395
58676,6,6,3,56269,1213852
48537,7,7,3,18691,581200
75438,5,5,2,31433,877567
75989,8,8,3,37300,1843979
55766,6,7,3,45764,1113648
66170,7,6,2,25362,1120439
83471,5,8,3,39221,1694139
62223,6,7,2,35451,1197307
83357,6,6,3,28688,1168823
64205,5,8,6,46157,1233484
87552,7,7,3,26613,1455556
61449,5,7,5,42420,1063183
75290,5,8,5,21667,1152047
68789,6,8,4,41491,1555185
55558,6,6,4,19221,499548
61784,7,8,4,34189,1405496
78926,5,6,2,34478,1151212
73263,6,7,3,30958,1362436
75157,6,7,6,38652,1412501
68945,6,7,4,30124,1249670
65633,6,6,4,42803,1184527
67815,6,8,3,43478,1557915
71045,6,6,4,30144,1169265
49211,6,6,2,21182,449728
62492,7,8,5,24678,1295918
62501,5,7,6,38180,877823
65707,6,6,4,42528,1271340
65454,7,7,6,49972,1410011
56161,6,7,5,46485,1140188
70885,6,7,5,38627,1547889
94805,6,5,4,45481,1813997
65579,6,6,2,41260,1063131
60458,6,7,6,39182,1280276
74191,6,6,4,33839,1194515
74469,6,7,4,35370,1399892
57700,7,7,3,60849,1601483
75343,6,7,6,42151,1540998
52193,6,7,5,45135,1107078
85387,6,8,6,45248,1922406
79065,5,6,3,43834,1261761
80257,6,5,2,40241,1232993
73411,6,9,5,28435,1640359
69090,5,7,3,30622,1020536
64909,7,9,5,42181,1577850
76936,6,6,4,23283,962069
55735,7,7,3,32525,1073348
84041,6,5,2,44711,1609092
79523,5,8,6,61224,1727453
64715,7,7,3,37212,1474467
75136,7,8,5,35515,1633138
72606,7,7,6,31550,1629346
59980,5,7,6,33073,980049
65568,5,7,4,44057,928539
55250,6,6,4,22912,583017
81137,8,7,3,34494,1659171
73341,4,6,3,36957,1039333
77623,7,6,3,51102,1599997
57543,5,8,4,46206,1059406
52849,5,6,4,53629,880133
73654,7,5,3,31859,1251874
60041,4,7,3,50638,697657
64380,6,8,5,32228,1075315
63318,5,8,6,44067,1283152
68896,6,8,4,43119,1213352
57046,4,7,2,49759,793895
83714,6,8,4,28370,1524622
62969,5,5,3,24555,556840
56728,6,7,6,20471,815570
76564,7,7,3,14416,1137060
64939,5,7,6,34736,1058611
52361,5,7,3,48662,971200
81603,4,6,2,18688,757720
58566,6,8,5,53152,1375951
56397,5,8,5,27647,748323
76358,8,5,2,26658,1257102
76696,7,8,4,18905,1485913
64311,5,6,3,19420,696139
79300,7,8,5,39161,1595663
77280,6,5,2,37521,1065907
46820,6,8,6,48952,917351
82080,6,7,6,33646,1675123
71373,7,6,2,29188,1305070
61641,7,8,5,50036,1560693
81090,5,7,3,30434,1189981
75079,8,8,4,56148,2108376
71441,7,8,5,40167,1475734
45611,7,8,3,42615,961354
88471,7,7,2,45811,1955254
74942,7,7,6,28978,1626369
82974,6,7,4,29612,1409439
76396,8,6,3,36758,1604955
87335,6,8,6,39996,1745516
63564,6,7,2,38089,944032
74523,6,4,3,39313,999827
73299,4,7,4,45214,1260814
55980,7,5,2,43969,1120943
73491,6,4,3,30801,1111307
83695,8,7,5,33114,1736402
78744,7,7,4,24381,1340770
70720,6,5,3,19114,801349
54038,8,7,3,28696,1324382
75046,5,8,5,34108,1340344
75980,7,6,3,40395,1518478
80393,9,6,4,39548,1910585
82225,5,8,3,57167,1823498
75664,6,6,2,54724,1406865
71664,6,7,6,24110,1203850
58801,6,7,6,37427,1020096
69655,8,6,4,32902,1194357
62623,5,7,3,50986,1211900
75117,6,7,2,43976,1378938
71060,6,7,4,34815,1260241
65729,6,7,3,25574,1197073
67638,7,6,3,43847,1275143
47965,6,7,5,46072,885205
52724,5,8,6,14802,479501
74102,6,8,3,24041,1263721
87499,6,5,4,40815,1568701
69639,5,8,6,54056,1381831
73061,5,6,4,22696,905355
60568,8,6,3,22837,1060194
78491,7,7,4,25616,1482618
63391,7,5,2,33266,1030730
68001,6,7,5,42626,1198657
65511,6,7,4,46501,1298950
